TWEET,TWEET TIMESTAMP,ORIGINAL LOCALE,ANNOTATION,RAW EN TEXT,EMO VECTOR,CLUSTER TAG
673076899007045632,Sat Dec 05 09:50:12 +0000 2015,en,anticipation,Where there is  Kindness there is  Goodness and where there is Goodness there's  Magic,[0  0  0  1  0  0  0  0],disgust,
673054022677299200,Sat Dec 05 08:19:18 +0000 2015,en,anticipation,God Looks At Your Beauty  Your Goodness  Your Holiness  Buried Deep Inside. - Bro. @BoSanchez   God  beauty  goodness  holiness,[0  0  0  2  1  0  0  0],surprise,
673049175571881984,Sat Dec 05 08:00:02 +0000 2015,en,anticipation,God Looks At Your Beauty  Your Goodness  Your Holiness  Buried Deep Inside.  God  beauty  goodness  holiness... ,[0  0  0  2  1  0  0  0],enjoyment,
673042543987200000,Sat Dec 05 07:33:41 +0000 2015,en,anticipation,Christina Ricci As Morticia Addams. Goodness:  ChristinaRicci  Morticia  Addams.  Goodness  celeb  celebrities ,[0  0  0  1  0  0  0  0],enjoyment,
673014540976525312,Sat Dec 05 05:42:25 +0000 2015,en,anticipation,Grab snowberries from the Blue Palace while not in sneak mode... Oops I stole...now the guards are on my ass  bounty  SkyrimProblems,[0  0  0  1  1  1  0  0],enjoyment,
672994597195223042,Sat Dec 05 04:23:10 +0000 2015,en,anticipation,I'm getting fat.   bounty  yummy  thanku💗  grandma  love ,[0  0  1  1  0  0  0  0],enjoyment,
672913950376394755,Fri Dec 04 23:02:42 +0000 2015,en,anticipation,RT @MsSkiptracer: "Hire me😀"  skiptrace  CaseFiles  locate  missing  fraud  bounty ,[1  0  0  1  1  0  0  0],enjoyment,
672913941538934786,Fri Dec 04 23:02:40 +0000 2015,en,anticipation,This is how we do it  none lethal  Bounty Hunting technics  LipstickBountyHunters ,[1  0  1  1  0  0  0  0],enjoyment,
672911073293418496,Fri Dec 04 22:51:16 +0000 2015,en,anticipation,Hire me󾰀  skiptrace  CaseFiles  locate  missing  fraud  bounty ,[1  0  0  1  1  0  0  0],enjoyment,
673021628821950464,Sat Dec 05 06:10:35 +0000 2015,und,anticipation, TONIGHT🔥🔥🔥🔥  FRANKIESLOUNGE  SHIVER  BAREASYOUDARE ,[1  0  0  0  0  0  0  0],enjoyment,
672993438745407488,Sat Dec 05 04:18:34 +0000 2015,en,anticipation,And I loved the way you looked at me.  shiver  lucyrose (Vine by @lsutters97) ,[1  0  0  0  0  0  0  0],enjoyment,
672909822296125440,Fri Dec 04 22:46:18 +0000 2015,tl,anticipation,Bakit kaya nag iinuman sina Hyan at Artie lol ?  Shiver,[2  0  0  0  0  0  0  0],enjoyment,
672909625646125056,Fri Dec 04 22:45:31 +0000 2015,tl,anticipation,Magbackfire sana yang plano mo Plata hahaha  Shiver,[1  0  0  0  0  0  0  0],anger,
672909329385713664,Fri Dec 04 22:44:20 +0000 2015,tl,anticipation,Inlove  na itong si Plata eh hahahaha  Shiver,[1  0  0  0  0  0  0  0],anger,
673045686615588864,Sat Dec 05 07:46:10 +0000 2015,en,anticipation, Ultimately life will end So  let us be of use Let us pacify others By showing mercy Let us end worries Each kind word Preserves happiness.,[0  0  0  1  0  0  0  0],anger,
672843388064935936,Fri Dec 04 18:22:19 +0000 2015,en,anticipation,@htTweets  Ultimately it has to be local bodies who should be sole architects to decide where money should be spent.,[1  0  0  0  0  0  0  0],anger,
672274038190792704,Thu Dec 03 04:39:55 +0000 2015,in,anticipation, vocabulary:   Ultimate Anjam ko pahunchana   Ultimately Bil aakhir   Ultimatum Dhamki  For More  Vocab FOLLOW @Abbasi_tweets,[0  0  0  0  0  0  0  0],anger,
672107000197726208,Wed Dec 02 17:36:10 +0000 2015,en,anticipation,hmmmm- must reflect  outsider  art    status  ultimately  irrelevant?  ,[0  0  0  1  1  0  0  0],enjoyment,
671893119357444096,Wed Dec 02 03:26:17 +0000 2015,en,anticipation,@g_swedberg Resistance will  ultimately cost  Delta  Elites Most coveted  perk  Complimentary  Upgrades  PayToPlay Coming soon!,[1  0  0  0  0  0  0  0],enjoyment,
673079425685172224,Sat Dec 05 10:00:14 +0000 2015,en,anticipation,@mikeroberts0890 Ive realised that u and @FredrikEklundNY have the same facial expressions!  compliment  drama  expressive  broker  ny,[0  0  0  1  0  0  0  0],enjoyment,
673060448288292864,Sat Dec 05 08:44:50 +0000 2015,nl,anticipation,RT @wth_wil: @WA_Alblasserdam you guys do good work.  Check out this must be said. Take that with me for the weekend. compliment,[0  0  0  2  0  0  0  0],surprise,
673056345604685824,Sat Dec 05 08:28:32 +0000 2015,nl,anticipation,RT @wth_wil: @WA_Alblasserdam you guys do good work.  Check out this must be said. Take that with me for the weekend. compliment,[0  0  0  2  0  0  0  0],enjoyment,
673051333826445312,Sat Dec 05 08:08:37 +0000 2015,en,anticipation,You're like a a world class safe that's hard to crack open.  compliment. 💁💁💁💁,[0  0  0  2  0  0  0  0],surprise,
673045838206099456,Sat Dec 05 07:46:47 +0000 2015,en,anticipation,Ron Thompson just told me how nice of a mare Rita is  compliment,[0  0  0  1  0  0  0  0],disgust,
673076676159520768,Sat Dec 05 09:49:19 +0000 2015,en,anticipation,RT @ActingAdvice: In a close-up  the  audience is only inches away  and your face becomes the stage.  Acting,[0  0  0  0  0  0  0  0],surprise,
673068008584138752,Sat Dec 05 09:14:52 +0000 2015,fr,anticipation, Hearing the @tf1 at the top of the ratings with 4 308 000 viewers and 1 to the Twittaumat with more than 20 000 tweets ,[0  0  0  0  1  0  0  0],anger,
673067848302911489,Sat Dec 05 09:14:14 +0000 2015,en,anticipation, germany  streetartlosangeles  Pasadena  helpful Sell to  the  right  audience: May 2013 Update + 5 Bonuses Added ,[0  0  0  1  0  0  0  0],surprise,
673067847791194113,Sat Dec 05 09:14:14 +0000 2015,en,anticipation, sunday  girlstrip  Cary  zayn Sell to  the  right  audience: May 2013 Update + 5 Bonuses Added! Best selling Gui ,[0  0  0  0  0  0  0  0],disgust,
673066834648780800,Sat Dec 05 09:10:13 +0000 2015,en,anticipation,In a close-up  the  audience is only inches away  and your face becomes the stage.  Acting,[0  0  0  0  0  0  0  0],disgust,
673081302841561089,Sat Dec 05 10:07:42 +0000 2015,zh,anticipation,MMM pays 19110 USD MMM good  doing small tasks to get 100% return each day you come and join us! Money MMMExtra,[1  0  0  1  0  0  0  0],enjoyment,
673081283115745280,Sat Dec 05 10:07:37 +0000 2015,en,anticipation, New Mexico vs. Purdue College Basketball Preview  TV Schedule  Prediction  jobs  money  work  New Mexico: The... ,[1  0  0  1  0  0  0  0],disgust,
673081283023515648,Sat Dec 05 10:07:37 +0000 2015,zh,anticipation,This is a great platform need only a few minutes each day  you can earn full benefits  I would like to promote to people more like MMM  let everyone make money together  is a great cause  and a platform for great!!! Money MMMExtra,[2  0  0  0  0  0  0  0],enjoyment,
673081282285342724,Sat Dec 05 10:07:37 +0000 2015,zh,anticipation,MMM pays 19110 USD every day to do the task  100% growth Money MMMExtra,[1  0  0  0  0  0  0  0],surprise,
673081274290991104,Sat Dec 05 10:07:35 +0000 2015,en,anticipation,MMM GLOBAL is a very good platform. It pays up to 100%. Money  MMMExtra ,[1  0  0  1.5  0  0  0  0],surprise,
673078171210792960,Sat Dec 05 09:55:15 +0000 2015,en,anticipation,Woke up my smacking my head of my wall  pleasant,[0  0  0  1  0  0  0  0],surprise,
673063537225396224,Sat Dec 05 08:57:06 +0000 2015,ja,anticipation,So like good painting with paint the brick test. pleasant guitar madeinjapan vintage,[0  0  0  2  0  0  0  0],surprise,
673030082915655680,Sat Dec 05 06:44:10 +0000 2015,fr,anticipation,@ImSikandarB compliment.....  strong  deep  pleasant voice  :D,[0  0  0  2  0  0  0  0],enjoyment,
673018403620286464,Sat Dec 05 05:57:46 +0000 2015,en,anticipation,Company profile PLEASANT HILL UNITED METHODIST CHURCH. - ,[0  0  0  1  0  0  0  0],enjoyment,
672996073246355456,Sat Dec 05 04:29:02 +0000 2015,en,anticipation,A trip through the city..  Toyosu  Pleasant  Exploring  Instadaily  Tokyo @ Toyosu ,[0  0  0  1  0  0  1  0],enjoyment,
672916079660912641,Fri Dec 04 23:11:10 +0000 2015,en,anticipation,Today  Ordination  RevFrJuneLeeSarenasSVD @ Tagaytay Country Homes 3 ,[0  0  0  1  0  0  0  0],enjoyment,
672908312267071488,Fri Dec 04 22:40:18 +0000 2015,en,anticipation,thankful to celebrate with these fine folks today  ordination ,[0  0  0  1  0  0  0  0],enjoyment,
672861592778907648,Fri Dec 04 19:34:39 +0000 2015,fr,anticipation,RT @MEISA_OFFICIEL: the Gospel Unit in action meisa6ans meisa ordination Moment of praise ,[0  0  0  1  0  0  0  0],enjoyment,
672825594590208000,Fri Dec 04 17:11:36 +0000 2015,fr,anticipation,RT @MEISA_OFFICIEL: the Gospel Unit in action meisa6ans meisa ordination Moment of praise ,[0  0  0  1  0  0  0  0],sad,
672800681468801024,Fri Dec 04 15:32:37 +0000 2015,en,anticipation,It wouldn't be an  ordination without these babies!  ChurchNerdy ,[0  0  0  1  0  0  0  0],enjoyment,
672999712446939136,Sat Dec 05 04:43:29 +0000 2015,en,anticipation,Info:  Carob is  sweet low in  fat has no  caffeine n tastes like  chocolate:  Natural  Vegan  Preservative free: ,[0  0  1  0  0  1  0  0],anger,
672998113607614464,Sat Dec 05 04:37:08 +0000 2015,en,anticipation,Info:  Carob is  sweet low in  fat has no  caffeine n tastes like  chocolate:  Natural  Vegan  Preservative free: ,[0  0  1  0  0  1  0  0],enjoyment,
672349008547946496,Thu Dec 03 09:37:49 +0000 2015,en,anticipation,RT @Shanafoods: Our tandoor flame baked  naan  breads are completely  preservative free! ,[0  0  0  1  0  0  0  0],anger,
672339519698567168,Thu Dec 03 09:00:07 +0000 2015,en,anticipation,Our tandoor flame baked  naan  breads are completely  preservative free! ,[0  0  0  1  0  0  0  0],anger,
672274459949158401,Thu Dec 03 04:41:36 +0000 2015,en,anticipation,Info:  Carob is  sweet low in  fat has no  caffeine n tastes like  chocolate:  Natural  Vegan  Preservative free: ,[0  0  1  0  0  1  0  0],anger,
673081609826996224,Sat Dec 05 10:08:55 +0000 2015,en,anticipation,Kickin' at  kickmilktea  harley  cap 🌼  samelove 😊 ,[0  0  0  0  0  0  0  0],anger,
673080451263766528,Sat Dec 05 10:04:19 +0000 2015,fr,anticipation,(Telegram): Lannion. Students from Cape high school Le Dantec began to graffiti:.. ,[0  0  0  0  0  0  0  0],anger,
673080148380352512,Sat Dec 05 10:03:07 +0000 2015,en,anticipation, Souvenirs  Philadelphia  Phillies 1970's  Cap  Hat size 7/8 brand new raised P white button ,[0  0  0  1  0  0  0  0],anger,
673079906968866817,Sat Dec 05 10:02:09 +0000 2015,und,anticipation,RT @AmaBile_xoxo: SEHUN se Hoon Woo EXO next CAP actuators  ,[0  0  0  0  0  0  0  0],enjoyment,
673079559642849280,Sat Dec 05 10:00:46 +0000 2015,ko,anticipation, @ Inpireco the nose cap hat fashion fashion Firefox which  ,[0  0  1  0  0  0  0  0],anger,
673079958537969664,Sat Dec 05 10:02:21 +0000 2015,en,anticipation,End the  Gun  Epidemic in the  USA ,[1  0  1  0  0  0  0  0],surprise,
673076555858374656,Sat Dec 05 09:48:50 +0000 2015,en,anticipation, End the  Gun  Epidemic in  America ,[1  0  1  0  0  0  0  0],enjoyment,
673072849033252864,Sat Dec 05 09:34:06 +0000 2015,en,anticipation,Anxiety  America?s Undercurrent: More Shootings than Days in the Year.  epidemic ,[1  0  1  0  0  0  0  0],anger,
673058886631481344,Sat Dec 05 08:38:38 +0000 2015,en,anticipation, End the  Gun  Epidemic in  America ,[1  0  1  0  0  0  0  0],enjoyment,
673041140497666050,Sat Dec 05 07:28:07 +0000 2015,en,anticipation, crime  womensuceed  epidemic Is  rape due to man's desire to  dominate  woman alone? Or R there other  causes ,[1  0  1  0  0  0  0  0],enjoyment,
673049667643514880,Sat Dec 05 08:02:00 +0000 2015,tr,anticipation, BoynerGrubuBoynerVakfı new business Endeavor  the former Chairman of TUSIAD KAGİDER   ,[0  0  0  0  0  0  0  0],enjoyment,
672973893179727872,Sat Dec 05 03:00:54 +0000 2015,en,anticipation,RT jamit:  spaceshuttle  endeavor @ California Science Center ,[0  0  0  0  0  0  0  0],enjoyment,
672973889937522692,Sat Dec 05 03:00:53 +0000 2015,en,anticipation,RT jamit: Space Shuttle Endeavor  spaceshuttle  space  endeavor @ California Science Center ,[0  0  0  0  0  0  0  0],enjoyment,
672973514576666626,Sat Dec 05 02:59:23 +0000 2015,en,anticipation, spaceshuttle  endeavor @ California Science Center ,[0  0  0  0  0  0  0  0],surprise,
672973252248121345,Sat Dec 05 02:58:21 +0000 2015,en,anticipation,Space Shuttle Endeavor  spaceshuttle  space  endeavor @ California Science Center ,[0  0  0  0  0  0  0  0],fear,
673049051563204608,Sat Dec 05 07:59:33 +0000 2015,und,anticipation, Kampaladating  single  matchmaker  thevipaffair.com  love,[0  0  0  1  0  0  0  0],enjoyment,
673031348567875584,Sat Dec 05 06:49:12 +0000 2015,en,anticipation,Where everyone hugs   dating  single  matchmaker  thevipaffair.com  love ,[0  0  0  1  0  0  0  0],surprise,
673015275076235264,Sat Dec 05 05:45:20 +0000 2015,en,anticipation,@MaddyWilkey @jacobweaver28 yall should date!  matchmaker,[0  0  0  0  0  0  0  0],surprise,
672994980575727616,Sat Dec 05 04:24:41 +0000 2015,en,anticipation,second of every day.  matchmaker,[0  0  0  0  0  0  0  0],anger,
672973597472858112,Sat Dec 05 02:59:43 +0000 2015,und,anticipation, Algiersdating  single  matchmaker  thevipaffair.com  love,[0  0  0  1  0  0  0  0],anger,
673052241868271616,Sat Dec 05 08:12:13 +0000 2015,en,disgust,RT @leelavinodkumar: What fresh hell is this?!  Disgust  ChennaiFloodsRelief  ,[0  0  2  0  0  0  0  0],anger,
672992244350124033,Sat Dec 05 04:13:49 +0000 2015,en,disgust,What fresh hell is this?!  Disgust  ChennaiFloodsRelief  ,[0  0  2  0  0  0  0  0],anger,
672981991399157760,Sat Dec 05 03:33:04 +0000 2015,en,disgust,It's disgusting that someone is having someone else watch you and have them tell them everything when they are blocked.. So stupid  disgust,[0  0  2  0  1  0  0  0],enjoyment,
672899022525337600,Fri Dec 04 22:03:23 +0000 2015,en,disgust,Watched  InsideOut with my boys. Pretty sure  Disgust is at the wheel in my head 95% of the time!,[0  0  1  1  0  0  0  0],enjoyment,
672894442009993216,Fri Dec 04 21:45:11 +0000 2015,en,disgust,Disney Knows Your Brain And Wants Your Emotions by @rogerdooley "The  emotions are  Joy   Anger   Disgust   Fear  and  Sadness."  science,[1  0  1  1  0  1  0  0],enjoyment,
673083660984193024,Sat Dec 05 10:17:04 +0000 2015,en,disgust,The hateful eight tickets uk... ,[0  0  1  0  0  0  0  0],enjoyment,
673068594784247809,Sat Dec 05 09:17:12 +0000 2015,en,disgust,If you watch a series of  romance movies  it will get you out of that  hateful spirit.  LoveIsReal,[0  0  1  1  1  0  0  0],enjoyment,
673038632534466560,Sat Dec 05 07:18:09 +0000 2015,en,disgust,Forever in love and acting like a kid with this hateful looking babe ❤️😘😂  hateful  loveher… ,[0  0  1  1  0  0  0  0],enjoyment,
673030621438996480,Sat Dec 05 06:46:19 +0000 2015,en,disgust, Trust  God and be  grateful   Trust your stuff and be  hateful.,[0  0  1  1  0  0  0  0],enjoyment,
673006205514743813,Sat Dec 05 05:09:17 +0000 2015,en,disgust,A  hateful most  destructive  waste of  taxpayers' money! Is it  somethinginthewater causing  peopletoLosethePlot? ,[1  0  1  0  0  0  0  0],enjoyment,
673018198128656384,Sat Dec 05 05:56:57 +0000 2015,en,disgust,THE ANTI-ISRAEL  WORLD INCLUDING ARABS  ARE  RESENTFUL + ENVIOUS OF ISRAEL'S  SUCCESS   IsraelLives  IsraelThrives ,[0  0  1  0  0  0  0  0],enjoyment,
672573044607463424,Fri Dec 04 00:28:04 +0000 2015,en,disgust,@Ian56789 @otorongo1 the truth is  Greece will take any &amp  every opportunity to discredit TR!  biased  resentful  liars,[0  0  1  0  0  0  0  0],enjoyment,
673081081428602881,Sat Dec 05 10:06:49 +0000 2015,en,disgust,Those who are free of resentful thoughts surely find peace. - Buddha  quote,[0  0  1  1  0  0  1  0],enjoyment,
673077711234027520,Sat Dec 05 09:53:26 +0000 2015,en,disgust,RT @ZenProverbs: "Those who are free of resentful thoughts surely find peace."              — Buddhist Proverb |  Zen  Buddhism  quotes,[0  0  1  1  0  0  0  0],disgust,
673076190966448129,Sat Dec 05 09:47:23 +0000 2015,en,disgust,- hands towards me. I ignored them all and looked around the building  a wave of resentful glares follow me as I did. One guy yelling -,[0  0  1  0  0  0  0  0],disgust,
670939198929653761,Sun Nov 29 12:15:45 +0000 2015,und,disgust, Going  bittu  sir  event  vardhaman  fantasy  meera  road  dance  dhoom  revulsion  2015 ,[0  0  1  1  0  0  0  0],enjoyment,
670757491861553153,Sun Nov 29 00:13:42 +0000 2015,en,disgust,I slapped my forehead with my palm so loud my neighbors heard it.  Revulsion ,[0  0  1  0  0  0  0  0],enjoyment,
673067566290608128,Sat Dec 05 09:13:07 +0000 2015,en,disgust,RT @DkOkenia: @riddler_smitb @mercenarygeo ... at which point there will be sector-wide revulsion and (black) blood on the floor.,[0  0  1  0  0  0  0  0],disgust,
673067165252194304,Sat Dec 05 09:11:31 +0000 2015,en,disgust,@riddler_smitb @mercenarygeo ... at which point there will be sector-wide revulsion and (black) blood on the floor.,[0  0  1  0  0  0  0  0],surprise,
673060776857464832,Sat Dec 05 08:46:08 +0000 2015,en,disgust,Craftbeer revulsion!  Craftbeer  beer  öl  hantverksöl,[0  0  1  1  0  0  0  0],surprise,
673019455589367808,Sat Dec 05 06:01:56 +0000 2015,en,disgust,Maaaaaan   I have a great amount of repugnance for how clumsy I am,[0  0  1  0  0  0  0  0],enjoyment,
672990916173389824,Sat Dec 05 04:08:32 +0000 2015,fr,disgust,Android app development- an taper dead repugnance: VfvVN ,[0  0  0  0  0  0  0  0],surprise,
672970989475635200,Sat Dec 05 02:49:21 +0000 2015,en,disgust,French Reporters  Disgusted With Obama  Describe Him With Expletives &amp amp  Repugnance. What Did ,[0  0  0  0  0  0  0  0],disgust,
672937316239806464,Sat Dec 05 00:35:33 +0000 2015,en,disgust,An in-depth eidolon by the staple qc-s30 10-bin repugnance mother collator: wdz ,[0  0  0  1  0  0  0  0],disgust,
672934795492597763,Sat Dec 05 00:25:32 +0000 2015,en,disgust,Website designs the affirmation re paperback makes high repugnance: CRWYMeU,[0  0  0  0  0  0  0  0],disgust,
673043367652126720,Sat Dec 05 07:36:58 +0000 2015,pt,disgust,Came the long awaited weekend. Let's hit enjoy!  Aversion @ Sunset Cliffs ,[1  0  1  1  0  0  0  0],disgust,
672486899458711553,Thu Dec 03 18:45:45 +0000 2015,en,disgust,How you and your clients are likely to experience  loss  aversion  behavioraleconomics ,[1  0  1  0  0  0  0  0],disgust,
672486899081191424,Thu Dec 03 18:45:45 +0000 2015,en,disgust,How you and your clients are likely to experience  loss  aversion  behavioraleconomics ,[1  0  1  0  0  0  0  0],disgust,
672077307486556160,Wed Dec 02 15:38:11 +0000 2015,pt,disgust, Snapback Aversion Model New York. Get your c/FREE SHIPPING: ,[0  0  1  0  0  0  0  0],surprise,
671748444835307520,Tue Dec 01 17:51:24 +0000 2015,en,disgust,@flippernaut Doesn't help that I've had like 5 back spasms in the last 24hrs. maybe I need to bedrest today UGH UGH UGH  aversion  samsara,[0  0  1  0  0  0  0  0],surprise,
672924201582510080,Fri Dec 04 23:43:26 +0000 2015,en,disgust,So. I guess Cardinals fans will go back to disliking Lackey now. Ugh. That is awfulness! Cub now.  Abhorrence,[0  0  0  0  0  0  1  0],surprise,
672311205676097536,Thu Dec 03 07:07:37 +0000 2015,en,disgust,RT @mouadbouanani: Become a being of observation and you shall find clarity  abhorrence,[0  0  0  0  0  0  0  0],surprise,
672302747937546240,Thu Dec 03 06:34:00 +0000 2015,en,disgust,Become a being of observation and you shall find clarity  abhorrence,[0  0  0  0  0  0  0  0],surprise,
673080814448467968,Sat Dec 05 10:05:46 +0000 2015,ja,disgust,Now that's it. Okay now  hated by you and to tell you like. 　Wish I could hear 把 Tama by by Anis" ABHORRENCE-DESTINY Gaiden 3-' more,[0  0  0  0  0  0  0  0],enjoyment,
673058593881501696,Sat Dec 05 08:37:28 +0000 2015,en,disgust,I gave root abhorrence 5/10 and tbh even that is too high. i only gave 1 point for op  ed  ep.5  ep.11  and the TG brand that's it,[0  0  0  0  0  0  0  0],enjoyment,
671845014704685056,Wed Dec 02 00:15:08 +0000 2015,en,disgust,@PaulArcu @Qstache @knthayer @mikelansu "Makes me loathe them more."  Fear &amp   Loathing is why they protest.,[1  0  2  0  0  0  0  0],surprise,
671574709302075392,Tue Dec 01 06:21:02 +0000 2015,en,disgust,When you get a LITTLE too into the song.  Loathing  Wicked  Wickedthemusical  music... (Vine by @DirtehBlonde) ,[0  0  1  1  1  0  0  0],surprise,
671546455052578816,Tue Dec 01 04:28:46 +0000 2015,en,disgust,You get up  get out and go  Brownies! Of course this encouragement is all in the name of my  loathing the  Ratbirds!!  Steelers,[0  0  1  0  0  0  0  0],enjoyment,
670671791065571329,Sat Nov 28 18:33:10 +0000 2015,en,disgust, fear and  loathing in  nyc moral of this  episode .....  nothing is what it  seems.... people are… ,[1  0  1  0  0  0  0  0],disgust,
670354319640797186,Fri Nov 27 21:31:39 +0000 2015,en,disgust,@TheFoodLab @nickkokonas  has no love for turkey  loathing  LOL !!  ,[0  0  0  0  0  1  0  1],disgust,
672841753653878785,Fri Dec 04 18:15:49 +0000 2015,en,disgust,Vote for The Best Indie Books of 2015: ,[1  0  0  0  0  0  0  0],disgust,
672784051279933440,Fri Dec 04 14:26:32 +0000 2015,en,disgust,Now playing  Odium - Untitled on Wolf Lair Radio,[0  0  1  0  0  1  0  0],enjoyment,
672540426818179072,Thu Dec 03 22:18:27 +0000 2015,it,disgust,New song even for Dissona. This is the "Odium": ,[0  0  0  0  0  0  0  0],enjoyment,
671663841319723008,Tue Dec 01 12:15:13 +0000 2015,en,disgust, Odium The Dead Saga by Claire C. Riley  The  apocalypse never sounded so good  zombies  audible  horror  audiobook ,[0  0  1  0  0  1  0  1],disgust,
671391492318064640,Mon Nov 30 18:13:00 +0000 2015,en,disgust,Finally making time to listen to that new  Odium album I've put off for so long  lol.,[0  0  1  0  0  0  0  0],enjoyment,
673038999850582016,Sat Dec 05 07:19:36 +0000 2015,en,disgust,When  anxiety decides to mix in with  anticipation -  cocktail de  nausea 😰😁😵,[1  0  1  0  0  0  0  0],enjoyment,
673030491373772800,Sat Dec 05 06:45:48 +0000 2015,en,disgust,STUDY SHOWS GINGER IS 10 000X STRONGER THAN CHEMO (ONLY KILLS  CANCER CELLS)  nausea... ,[0  0  1  0  0  0  0  0],enjoyment,
672930220631027712,Sat Dec 05 00:07:21 +0000 2015,en,disgust,in the waiting room. hope the doc doesn't say  stop running.  stomachache  nausea… ,[0  0  0  1  0  0  0  0],disgust,
672922741612392448,Fri Dec 04 23:37:38 +0000 2015,en,disgust,Info:  Ginger has been used2 treat  nausea n 2reduce  pain and  inflammation:  Alternativemedicine  health  herb ,[0  0  1  0  1  0  0  0],disgust,
672920124890959872,Fri Dec 04 23:27:14 +0000 2015,en,disgust,Finally got my nausea meds tonight. BIG thank you to Walgreen's Pharmacy for helping me get the price down!  pregnant  meds  nausea  ivf,[0  0  2  0  0  0  0  0],disgust,
672273536111632384,Thu Dec 03 04:37:55 +0000 2015,en,disgust,RT @TStorySF_lyr: Can you look at my face and explain why you put someone else in my place?  Distaste,[0  0  1  0  0  0  0  0],enjoyment,
672267099885150209,Thu Dec 03 04:12:21 +0000 2015,en,disgust,RT @TStorySF_lyr: Can you look at my face and explain why you put someone else in my place?  Distaste,[0  0  1  0  0  0  0  0],enjoyment,
672266869462736897,Thu Dec 03 04:11:26 +0000 2015,en,disgust,Can you look at my face and explain why you put someone else in my place?  Distaste,[0  0  1  0  0  0  0  0],disgust,
673084885721079808,Sat Dec 05 10:21:56 +0000 2015,en,disgust,Tried to explain my distaste of Microsoft to my 5yr old. How we mustn't get an XB1. He said "Just don't go in my room then  Daddy".,[0  0  1  0  0  0  0  0],enjoyment,
673083257852813312,Sat Dec 05 10:15:28 +0000 2015,en,disgust,@ScarCoulsonARP Sir? [He crinkles his nose in distaste at the formality  giving her hand a gentle shake.] Just call me Pietro. Ah  I've --,[0  0  1  0  0  0  0  0],disgust,
673079431511023617,Sat Dec 05 10:00:16 +0000 2015,en,disgust,RETWEET if you like  submissive  whore and join  smut ,[0  0  1  0  0  0  0  0],disgust,
673034371394334720,Sat Dec 05 07:01:13 +0000 2015,en,disgust,RETWEET if you agree the tighter the better  smut ,[0  0  1  0  0  0  0  0],disgust,
673033697969459200,Sat Dec 05 06:58:32 +0000 2015,en,disgust,Want to have the night of your life? Message me on  smut ,[0  0  1  0  0  0  0  0],enjoyment,
673019519334510592,Sat Dec 05 06:02:12 +0000 2015,en,disgust, BDSM  Babe needs to be  Spanked at  smut ,[0  0  1  0  0  0  0  0],disgust,
673014644605329408,Sat Dec 05 05:42:49 +0000 2015,en,disgust,Do you have a  fetish? What is it? Join  smut ,[0  0  1  0  0  0  0  0],surprise,
673059603840659457,Sat Dec 05 08:41:29 +0000 2015,en,disgust, Sydney shopping centre health alert  AndrewRochford  Singapore  measles ,[0  0  1  1  0  0  0  0],surprise,
673028129137512448,Sat Dec 05 06:36:24 +0000 2015,en,disgust,RT: shenmaxiu: RT AboutPediatrics: Residents warned of  measles outbreak after adult diagnosed in western Sydney  … ,[0  0  1  0  1  0  0  0],enjoyment,
673028128088965121,Sat Dec 05 06:36:24 +0000 2015,en,disgust,RT: raqooq5: RT: a35362: RT AboutPediatrics: Residents warned of  measles outbreak after adult diagnosed in wester… ,[0  0  1  0  1  0  0  0],surprise,
673024329836306432,Sat Dec 05 06:21:19 +0000 2015,en,disgust,RT: a35362: RT AboutPediatrics: Residents warned of  measles outbreak after adult diagnosed in western Sydney    G… ,[0  0  1  0  1  0  0  0],enjoyment,
673086890892001280,Sat Dec 05 10:29:54 +0000 2015,en,disgust,@mrjakehumphrey Wait until Flo's at school  you'll need Lemsips in your back pocket then😷 had measles,[0  0  1  0  0  0  0  0],disgust,
673086502230990848,Sat Dec 05 10:28:22 +0000 2015,en,disgust,An  inept administration.  Who's in charge here?  Ambode needs to pull his finger out.  Lagosians face danger on a daily basis.  Ojuelegba,[1  0  1  0  0  0  0  0],disgust,
673076156816613376,Sat Dec 05 09:47:15 +0000 2015,en,disgust,RT @davidleck: Probably just had the worst customer service I've ever experienced - from @o2.  Inept doesn't even begin to cover it.,[0  0  1  0  0  0  0  0],disgust,
673075666036871169,Sat Dec 05 09:45:18 +0000 2015,en,disgust,Probably just had the worst customer service I've ever experienced - from @o2.  Inept doesn't even begin to cover it.,[0  0  1  0  0  0  0  0],disgust,
672950543145242624,Sat Dec 05 01:28:06 +0000 2015,en,disgust,@blaile7 @RyanHoltmann Rimer just announced that it is 1-0. Maybe 1-1. Shelley called it the Cleveland Connection.  inept,[0  0  1  0  0  0  0  0],surprise,
672860456768393216,Fri Dec 04 19:30:08 +0000 2015,en,disgust,PJ  if you tried out for the wiz you could have played the cowardly lion or the scarecrow!🃏🎪  noauditionrequired  dunce  inept,[0  0  1  0  1  0  0  0],surprise,
672844839180832768,Fri Dec 04 18:28:05 +0000 2015,en,disgust, Definition of  Radicalized.. A willingness 2 b influence 2 do  EVIL 2  peaceful people 4 any  perverted reasons. ,[0  0  1  1  0  0  0  0],surprise,
672839759891464195,Fri Dec 04 18:07:54 +0000 2015,en,disgust,Girls don't stop harassing us men 4 our private places  MyBoobsAre4MyKidsNotYou  Perverted  Irishboy  like4like  ,[1  0  1  0  0  0  0  0],surprise,
