TWEET,TWEET TIMESTAMP,ORIGINAL LOCALE,ANNOTATION,RAW EN TEXT,EMO VECTOR
673115943871098880,Sat Dec 05 12:25:21 +0000 2015,en,sad,4 Simple Ways To Ditch  Food  Guilt &amp  Stay Balanced During The  Holidays ,[0  0  1  1  0  0  0  0],
673161377796648960,Sat Dec 05 15:25:53 +0000 2015,en,sad,Strange Rage tonight but you just have to love an Iggy mixed with a Cash  WatchingRage  Hurt,[1  0  0  1  0  0  0  0],
673159909228199937,Sat Dec 05 15:20:03 +0000 2015,tl,sad,RT @gallinews:  MUSLIM SENTIMENTS  Hurt Karne Kye Khelaf  Bhiwandi Mye  protest   ,[1  0  0  0  0  0  0  0],
673155979291312129,Sat Dec 05 15:04:26 +0000 2015,en,sad,I didn't mean to fall in  love  but I did. And you didn't mean to  hurt me  but you did.",[1  0  0  1  0  1  0  0],
673153336724492288,Sat Dec 05 14:53:56 +0000 2015,ja,sad,Particularly where voice is stuck in my head  I'm always flowing "ash melting a keen mind  try yelling? I'm reaching for the sky " EXO Kai luxion hurt ,[1  0  0  0  0  0  0  0],
673150965994774529,Sat Dec 05 14:44:31 +0000 2015,tl,sad,@merryxyntchen xyntechen is  hurt ok lang yan. Alam mo sagot diyan?,[1  0  0  0  0  0  0  0],
673153368202711040,Sat Dec 05 14:54:04 +0000 2015,en,sad,i here niggas talking bout they bless truth is u  miserable,[1  0  1  1  0  0  0  0],
673147664746291200,Sat Dec 05 14:31:24 +0000 2015,es,sad,RT @armando4ta: MISERABLE is little unfortunate and DENATURED as all NARCOGUERRILLEROASESINOCASTRISTA ,[0  0  1  0  0  1  0  0],
673125541860548608,Sat Dec 05 13:03:29 +0000 2015,en,sad,Venus is pretty miserable looking too. Would be like living in Dubai.  miserable,[0  0  2  1  0  0  0  0],
673114878320640000,Sat Dec 05 12:21:07 +0000 2015,en,sad, Miserable : If all you do is work.. and take care of people.. but yall bitches want to be "happy".. The fuck you think dumbs hoes!?!,[0  0  1  0  0  0  0  0],
673106106030403584,Sat Dec 05 11:46:16 +0000 2015,en,sad,The outside matches my insides.  miserable  hungover,[0  0  1  0  0  0  0  0],
673156767774212096,Sat Dec 05 15:07:34 +0000 2015,en,sad,a battery of hostile / individual mandate / impose a rider / mortify / fleet / unduly coercive / abide by / exorbitant rate /,[1  0  1  0  0  1  0  0],
673039938573717504,Sat Dec 05 07:23:20 +0000 2015,en,sad,“Mortify therefore your members which are upon the earth fornication uncleanness inordinate affection  evil con…” ,[0  0  1  1  0  0  0  0],
673032800556093440,Sat Dec 05 06:54:58 +0000 2015,en,sad,Weld alias mortify xbox 360 skins: NKNIXoBv,[0  0  0  0  0  1  0  0],
672968229632016385,Sat Dec 05 02:38:23 +0000 2015,en,sad,RT @Theory_tK: RT if you like sniping in Black Ops 3 Fav if you like watching me smile in Black Ops 3  ),[0  0  0  1  0  1  0  0],
673164837925560320,Sat Dec 05 15:39:38 +0000 2015,en,sad,Don’t let the  agony   regret  or  fog of yesterday blind you to the fact that each new day… ,[1  0  0  0  0  1  0  0],
673163902851620864,Sat Dec 05 15:35:55 +0000 2015,en,sad, hackyou Top five regret from Bronnie Ware  lifehack  inspiration  regret  l…,[0  0  0  1  0  1  0  0],
673162676063735808,Sat Dec 05 15:31:03 +0000 2015,en,sad,I seriously don't know who I am sometimes. I wish you could understand why I do these things. Shit I wish I could understand too  regret,[0  0  1  0  0  1.5  0  0],
673162418172895234,Sat Dec 05 15:30:01 +0000 2015,en,sad,RT @TWCWisdomCenter:  REGRET ... Is Confirmation You Are Learning.   drMM  fb,[0  0  0  0  0  1  0  0],
673160197867720704,Sat Dec 05 15:21:12 +0000 2015,en,sad,I regret...  Top five regret from Bronnie Ware  lifehack  inspiration  regret  lastlife  topregret  BronnieWare,[0  0  0  1  0  2  0  0],
673165329124737024,Sat Dec 05 15:41:35 +0000 2015,en,sad,The  day  ends with a  flat  tire but I had  fun anyway!  vlog  mountainbike  bike  flattire  sad  water  beach   ,[0  0  0  2  0  1  0  0],
673165295083745282,Sat Dec 05 15:41:27 +0000 2015,und,sad, dead  sad  me  deppression  depressed,[1  0  0  0  0  1  0  0],
673164543779041282,Sat Dec 05 15:38:28 +0000 2015,en,sad,wanted to go to RU to see my boyfriend but I work tonight and open tmm :(  sad,[0  0  0  0  0  1  0  0],
673164435658272770,Sat Dec 05 15:38:02 +0000 2015,en,sad,The problem is that I took everything into my heart.  sad,[0  0  0  0  1  1  0  0],
673164338555781121,Sat Dec 05 15:37:39 +0000 2015,und,sad, angry  sad  cars  iFunny ,[0  0  1  0  0  1  0  0],
673165319150698496,Sat Dec 05 15:41:33 +0000 2015,in,sad,Again malem downloads nich 😘😚😙😪💑👑. .  weekend sadness singles beauty charm dream free NAE ... ,[0  0  0  1  0  1  0  0],
673163371336753152,Sat Dec 05 15:33:49 +0000 2015,in,sad,Al-Fatiha Tunku Jalil 😥😥😥 may Allah mencucuri Blessing over his sadness,[0  0  0  1  0  1  0  0],
673158015235657728,Sat Dec 05 15:12:32 +0000 2015,und,sad, photoshoot  puck  sadness  twitter Kadochnikov  systema  from  the  ground up: Russian Martial Art Home study Vi ,[1  0  0  1  0  1  0  0],
673156750774804481,Sat Dec 05 15:07:30 +0000 2015,und,sad,RT @jannatulsanam:  Depression  Sadness  😔😓😳😥😰             😢😞😪😩 😷😫😣😐😑,[0  0  0  0  0  1  0  0],
673155447734579201,Sat Dec 05 15:02:20 +0000 2015,en,sad, Anxiety and  sadness and  depression are the  1 causes of  suicide today. What can be done?  ,[1  0  0  0  0  1  0  0],
673165672088735744,Sat Dec 05 15:42:57 +0000 2015,en,sad, Shame Embarrassment for Delhi police as court acquits AAP MLA  police admonished for filing trumped up charges... ,[1  0  1  0  1  0  0  0],
673165007304138752,Sat Dec 05 15:40:19 +0000 2015,hi,sad,Those we were able to count these so many years that they are against Pakistan they're Messenger mushrarmph consoles shame PakiCONgress,[0  0  1  0  0  0  0  0],
673164384672178176,Sat Dec 05 15:37:50 +0000 2015,en,sad,@dominos_india You have always served average Pizzas  Yur prices go up every 3 months. Now again same stuff...   Shame,[0  0  1  0  0  0  0  0],
673163441041969152,Sat Dec 05 15:34:05 +0000 2015,und,sad, Shame  TuVotoImporta  Bolivia ,[0  0  1  0  0  0  0  0],
673163384448266241,Sat Dec 05 15:33:52 +0000 2015,en,sad,What ever we wanna distribute in Chennai  that should be labeled with **** photo. Yup  that is true..   shame  HelpChennai  ChennaiFloods,[0  0  1  1  0  0  0  0],
673165767429476353,Sat Dec 05 15:43:20 +0000 2015,en,sad,RT @RealJudgeLynn: When u  travel a lot ur  dog learns the signs.  Parting is such  Sweet  Sorrow. LOL ,[0  0  0  1  1  1  0  0],
673163500567433216,Sat Dec 05 15:34:19 +0000 2015,en,sad,RT @RealJudgeLynn: When u  travel a lot ur  dog learns the signs.  Parting is such  Sweet  Sorrow. LOL ,[0  0  0  1  1  1  0  0],
673162630551375872,Sat Dec 05 15:30:52 +0000 2015,und,sad, natur  color  sun  fog  dark  light  hope  emotions  sorrow  sad  tears  love  whatlifeisabout ,[0  0  0  1  1  1  0  0],
673162589208240128,Sat Dec 05 15:30:42 +0000 2015,en,sad,RT @RealJudgeLynn: When u  travel a lot ur  dog learns the signs.  Parting is such  Sweet  Sorrow. LOL ,[0  0  0  1  1  1  0  0],
673159798272192512,Sat Dec 05 15:19:37 +0000 2015,en,sad,RT @RealJudgeLynn: When u  travel a lot ur  dog learns the signs.  Parting is such  Sweet  Sorrow. LOL ,[0  0  0  1  1  1  0  0],
673166232200212480,Sat Dec 05 15:45:11 +0000 2015,ja,sad,😁 justinbieber Justin Bieber justin Japan could ✏ ️ whatdoyoumean sorry ,[0  0  0  0  0  1  0  0],
673166006144139264,Sat Dec 05 15:44:17 +0000 2015,und,sad,✏ Draw for dad .... always happy ♥ =] sorry URthebest LOVE drawing thanksgiving fathersday dady. ,[0  0  0  1  0  1  0  0],
673165986707742720,Sat Dec 05 15:44:12 +0000 2015,en,sad,RT @TSoulMusic: SORRY Justin Bieber JustinBieber tsoul-TSoulMusic cover ,[0  0  0  0  0  1  0  0],
673165961122463744,Sat Dec 05 15:44:06 +0000 2015,en,sad,RT @radiodisney: Here’s Friday’s  RDTop3! 1. @adele  Hello 2. @shawnmendes  Stitches 3. @justinbieber  Sorry ,[0  0  0  0  0  1  0  0],
673165926494306304,Sat Dec 05 15:43:58 +0000 2015,en,sad, SORRY Justin Bieber  - TSoulMusic  cover  JustinBieber  tsoul ,[0  0  0  0  0  1  0  0],
673165633475989504,Sat Dec 05 15:42:48 +0000 2015,und,sad,RT @russelljanice:  HornsUp  HookEm  upset ,[1  0  0  0  0  0  0  0],
673164690856484865,Sat Dec 05 15:39:03 +0000 2015,en,sad,@dukeblueplanet @UBBullsNation Lets go Buffalo 🔵⚪️  upset,[1  0  0  0  0  0  0  0],
673157474153836545,Sat Dec 05 15:10:23 +0000 2015,en,sad,Brand new custom tee Arkansas "The Heave"   Arkansas  Razorbacks  Theheave  Upset  Football ,[1  0  0  1  0  0  0  0],
673149882060955648,Sat Dec 05 14:40:13 +0000 2015,en,sad,(1-2) If you feel  arrogant  frightened or  upset   your account is sure to suffer.,[1  0  1  0  1  0  0  0],
673149552879378432,Sat Dec 05 14:38:54 +0000 2015,und,sad, GOGATORS  GAMEDAY  beatbama  underdogs  upset  shocktheworld ,[1  0  0  0  0  0  0  0],
673164375499350017,Sat Dec 05 15:37:48 +0000 2015,en,sad,Amazing story!  tearful  FightCancer  ,[0  0  1  0  0  0  0  0],
672907363398098944,Fri Dec 04 22:36:32 +0000 2015,und,sad,@Graeme_McDowell @AmyDiLuna @mccalldempsey @TODAYshow @NBCSports   tearful  class act,[0  0  1  0  0  0  0  0],
672871906312368128,Fri Dec 04 20:15:38 +0000 2015,en,sad,When you take a request from a Giving Tree for Christmas &amp  the child just wants $10 Target gift card.  Perspective  thankful  tearful,[0  0  2  2  0  0  0  0],
672189943721144320,Wed Dec 02 23:05:45 +0000 2015,en,sad,Now catching up with  ThisIsTottenham - so true  tearful,[0  0  1  1  0  0  0  0],
672057876135944193,Wed Dec 02 14:20:58 +0000 2015,en,sad,A sad day for @SkyFootball @GNev2 no longer will be part of the team best pundit on the box  tearful  sad 😢,[0  0  0  1  0  0  0  1],
672959943692173312,Sat Dec 05 02:05:28 +0000 2015,en,sad, sorrowful parting words from STP to  ScottWeiland ,[1  0  0  0  0  1  0  0],
672810812885585920,Fri Dec 04 16:12:52 +0000 2015,en,sad,WINE &amp  KOTCH +  MAMA  SITA  heat maker is  dead  jcapri  rip queen...  sorrowful ,[0  0  0  0  0  1  0  0],
672049459434536960,Wed Dec 02 13:47:31 +0000 2015,und,sad, beautiful  sorrowful  joy ,[0  0  0  1  0  1  0  0],
670376780323094528,Fri Nov 27 23:00:54 +0000 2015,en,sad,I always remember it was on September 😝😘😘😂😔😭   sorrowful  momentsofbecoming,[0  0  0  0  0  1  0  0],
669952290149695488,Thu Nov 26 18:54:07 +0000 2015,en,sad,Some people create their own storms then get upset when it rains.  drama  sorrowful  rains  storms,[1  0  0  1  0  1  0  0],
672964022581387265,Sat Dec 05 02:21:40 +0000 2015,en,sad, Pained on a Friday night 😒 ,[0  0  0  0  1  0  0  0],
672901240620216320,Fri Dec 04 22:12:12 +0000 2015,en,sad,Officially announcing a stop on piercings lol ... Nearly 30 &amp  3 in one sitting  pained ... I'm done now.. For reals 👌🏻,[0  0  0  0  1  0  0  0],
672794648717340673,Fri Dec 04 15:08:38 +0000 2015,tl,sad,Dali mong makamove-on.  Idol! Hahaha  Pained.,[0  0  0  0  1  0  0  0],
672768799033049089,Fri Dec 04 13:25:55 +0000 2015,tl,sad,Di na talaga ako kakain ng kahit anong seafood 😭  pained  asthma,[0  0  0  0  1  0  0  0],
672763021719158784,Fri Dec 04 13:02:58 +0000 2015,de,sad,*sighs* @crownstory: Sunderland is coming RT @Snazzycc: Gerrahia Maifren @crownstory:  Pained "@Snazzycc: Ewu @crownstory: Glory glory RT @,[0  0  0  1  1  0  0  0],
673148320093605888,Sat Dec 05 14:34:00 +0000 2015,en,sad,After the  carnival    wachapreague  fair  night  desolate  empty  firemanscarnival  ferriswheel… ,[0  0  0  0  0  1  0  0],
672948579456196608,Sat Dec 05 01:20:18 +0000 2015,en,sad,Stay in charge. Electricity runs through it  desolate  mountainlife  electric  photoftheday  nyc ,[0  0  0  1  0  1  0  0],
672568370814849024,Fri Dec 04 00:09:29 +0000 2015,und,sad,LABAL-S - Control - Feat JaxOn (Prod. by AraabMUZIK as  Desolate) Audio ,[0  0  0  1  0  0  0  0],
672136028086509570,Wed Dec 02 19:31:31 +0000 2015,en,sad,@Kokomo_surf Nailed it! That's what I was going for Casey. 😄😙 Can you smell the fags booze and stale sex?  risque  desolate  ekmn,[0  0  1  1  0  1  0  0],
672078040155955200,Wed Dec 02 15:41:06 +0000 2015,und,sad,Day 56   NewMission  Day56FiftySix   Live  Laugh  Love  LoveLaughLive   Reflection  Desolate… ,[0  0  0  1  0  0  0  0],
673167302565740544,Sat Dec 05 15:49:26 +0000 2015,en,sad,He's gonna bring him on up front ain't he 😏  BCFC  desperate  halford,[0  0  0  0  0  1  0  0],
673165113910775808,Sat Dec 05 15:40:44 +0000 2015,en,sad,Can anyone took 2 girls up with a floor to sleep on in Indy @eeprim  desperate,[0  0  0  0  0  1  0  0],
673163890683965440,Sat Dec 05 15:35:52 +0000 2015,en,sad,Someone get me an overwatch beta key  overwatch  desperate  suicidal  cut,[0  0  1  0  0  1  0  0],
673154187698552833,Sat Dec 05 14:57:19 +0000 2015,fr,sad, EndyDepression: Harley14    UGLY  DESPERATE AVAILABLE! =&gt  ,[0  0  1  0  0  1  0  0],
673154077941964800,Sat Dec 05 14:56:53 +0000 2015,fr,sad, EndyDepression: Harley14    UGLY  DESPERATE AVAILABLE! =&gt  ,[0  0  1  0  0  1  0  0],
673015866749947908,Sat Dec 05 05:47:41 +0000 2015,en,sad,Never get your hopes up  i learned that the hard way.  pessimistic,[0  0  0  0  0  1  0  0],
672889546976137216,Fri Dec 04 21:25:44 +0000 2015,en,sad,@george_heath7 why grow up when you can die and be young forever  pessimistic,[0  0  0  1  1  1  0  0],
672776717493125120,Fri Dec 04 13:57:23 +0000 2015,en,sad,Our political leaders might fall under wrost category all over the world if there 'd be research on "political system". pessimistic opinion,[0  0  0  0  0  2  0  0],
672597963995144192,Fri Dec 04 02:07:05 +0000 2015,en,sad,@ShyshkaBob Maybe I won't live that long.  pessimistic,[0  0  0  0  0  1  0  0],
672461179227234304,Thu Dec 03 17:03:33 +0000 2015,en,sad,RT @Wet_thompSON: Wish i could go back to childhood when the world was a good place  pessimistic,[0  0  0  1  0  1  0  0],
673163095846617088,Sat Dec 05 15:32:43 +0000 2015,en,sad,@SkyUK @SkyHelpTeam contacted you today to renew my contract only to be told you will be increasing my bill??  unhappy customer,[0  0  1  0  0  0  0  0],
673147533141544960,Sat Dec 05 14:30:53 +0000 2015,en,sad,It's to damn early for all these shenanigans. The feeling of being unappreciated is a silent killer.  unhappy,[0  0  3  0  0  0  0  0],
673145647411961856,Sat Dec 05 14:23:23 +0000 2015,en,sad,@Tesco so disappointed with their staffs lack of knowledge regarding electrical products and stock  Unhappy  badcustomerservice,[0  0  1  0  0  0  0  0],
673142157302083584,Sat Dec 05 14:09:31 +0000 2015,en,sad,@ImRo45 not being praised as others after performing in ODI's n getting trolled for not performing in tests!!  unhappy,[0  0  1  0  0  1  0  0],
673141994416414721,Sat Dec 05 14:08:52 +0000 2015,en,sad,@Virgin_Victoria @virginmedia have made to date 19 phone calls   given conflicting information   no one cares  unhappy,[0  0  0  0  0  0  0  1],
672718701276213252,Fri Dec 04 10:06:51 +0000 2015,en,sad,I feel SO UNLOVED.14 YEARS ALONE WITH NO LOVE NO ONE! Just get ignored by the men coz i dont give  sex  Love  Single  Relationships  Grieved,[0  0  0  2  0  1  0  0],
672698550992683008,Fri Dec 04 08:46:47 +0000 2015,en,sad, extrait :  Grieved - Fogbound ,[0  0  0  0  0  1  0  0],
672514195481464832,Thu Dec 03 20:34:13 +0000 2015,en,sad,About to  GMWO - Get My Writin' On Honey Child! MmHmm  I have emotions from yesterday's events that I MUST release.  grieved  amwriting,[0  0  0  1  0  1  0  0],
672478364075077632,Thu Dec 03 18:11:50 +0000 2015,en,sad,Stockholm hardcore outfit GRIEVED unveils first track from forthcoming self-titled debut ,[0  0  0  0  0  1  0  0],
672168951032520704,Wed Dec 02 21:42:20 +0000 2015,en,sad,Regardless of your politics  the frequency of gun violence in this country is appalling and unacceptable.  Grieved,[1  0  1  0  0  2  0  0],
673168422004461568,Sat Dec 05 15:53:53 +0000 2015,en,sad,Quickie Sex with  Lonely  NERDS Yes  very yes  yes  yes =&gt  ,[0  0  1  1  0  0  0  0],
673166009684074497,Sat Dec 05 15:44:18 +0000 2015,tr,sad,Millions of people in a world where you can be alone  don't underestimate your success. 😂😋 lonely ... ,[0  0  1  1  0  0  1  0],
673165816553185280,Sat Dec 05 15:43:32 +0000 2015,en,sad,RT @melanie360: Spending Your Holiday Solo? 3 Fun Ways To Avoid Holiday Loneliness  Lonely  HolidaySeason ,[0  0  1  2  1  0  0  0],
673164364380246016,Sat Dec 05 15:37:45 +0000 2015,en,sad,I feel like one of those princesses who are cursed to stay in the tower alone and watch everyone  lonely  towers,[1  0  1  0  1  0  0  0],
673163148711563268,Sat Dec 05 15:32:56 +0000 2015,und,sad,Khon Kaen  a very lonely waiting alone am lonely ❄️☁️ Home Tirachol Maldive coolday. ,[0  0  1.5  0  0  0  0  0],
673164972768157696,Sat Dec 05 15:40:10 +0000 2015,en,sad,there was a cat in our terrace it meowed at me (not sure if it was a meow or mournful moan) so I meowed back and it quickly ran away tf,[1  0  0  0  0  0  0  0],
673155172449820672,Sat Dec 05 15:01:14 +0000 2015,en,sad,"Father  what are those droning horns bellowing yonder?" "That is the mournful dirge of Pulis  my son  and brings forth dire times"   COYS,[1  0  1  0  0  0  0  0],
673154245181489152,Sat Dec 05 14:57:33 +0000 2015,en,sad,RT @JordanDavisPoet: Catching up with The Cimarron Review I found this sweet  mournful poem by @adam__clay ,[1  0  0  1  0  0  0  0],
673153386854883328,Sat Dec 05 14:54:08 +0000 2015,en,sad,last night at the bar they played all manner of mournful grunge mega-hits,[1  0  0  0  0  0  0  0],
673151873319370755,Sat Dec 05 14:48:07 +0000 2015,en,sad,RT @JordanDavisPoet: Catching up with The Cimarron Review I found this sweet  mournful poem by @adam__clay ,[1  0  0  1  0  0  0  0],
673165613846646784,Sat Dec 05 15:42:43 +0000 2015,en,sad, Paris : those folks at the airport with  COP21 badge? far more serious about chatting on cell than actually being of help!  dismayed,[0  0  0  0  0  1  0  0],
673125775915089921,Sat Dec 05 13:04:25 +0000 2015,en,sad,dragging na kaau ang  aldub. I used to be a fan. haaaay :(  dismayed,[0  0  0  0  0  1  0  0],
672874759533797376,Fri Dec 04 20:26:58 +0000 2015,en,sad,a little  dismayed because I can no longer participate in  teenagerebellion :(,[0  0  0  0  0  1  0  0],
671824492700766208,Tue Dec 01 22:53:35 +0000 2015,en,sad,@MikeFerrinSXM @CaseyStern Dombrowski robbed the bank but did he get the gold or the counterfeit money  dismayed or  overjoyed,[1  0  0  1  0  1  0  0],
671819373179367426,Tue Dec 01 22:33:15 +0000 2015,en,sad,@DAVIDprice14 Oh David! You just broke my ❤️. There's a line from the @AdamSandler film  HappyGilmore about the price being wrong  dismayed,[0  0  0  0  0.5  1  0  0],
671685452714385408,Tue Dec 01 13:41:05 +0000 2015,en,sad,I am quite demotivated  Pakistan  Dishearten   Untrusted  people,[0  0  0  0  0  1  0  0],
673147580486967297,Sat Dec 05 14:31:04 +0000 2015,tr,sad,Draconian - Dishearten ( Sovran ) ,[0  0  0  0  0  1  0  0],
673147431924703232,Sat Dec 05 14:30:28 +0000 2015,en,sad,Cares confuse and dishearten  but there is light above. Look up. The unfailing promises of God will keep your heart in perfect peace.,[0  0  0  1  0  1  0  0],
673137669208154113,Sat Dec 05 13:51:41 +0000 2015,en,sad,RT @botanicaI: don't let other people dishearten you!! if you've found something you love doing  keep at it!!,[0  0  0  1  0  1  0  0],
673132507047464960,Sat Dec 05 13:31:10 +0000 2015,en,sad,Olfactory thermonuclear reaction - dishearten toward smell the roses!: bcHzj ,[0  0  1  0  0  1  0  0],
673156487477243906,Sat Dec 05 15:06:27 +0000 2015,tr,sad,Yes  it's a sour note Manager now sulky of boron ,[0  0  1  0  0  1  0  0],
673138491446976512,Sat Dec 05 13:54:57 +0000 2015,en,sad,RT @rarty69: @LHighlandersFC will millsy turn up ? after jacking last week  wintogetherlosetogether  sulky,[0  0  0  0  0  1  0  0],
673099164927029248,Sat Dec 05 11:18:41 +0000 2015,en,sad,@LHighlandersFC will millsy turn up ? after jacking last week  wintogetherlosetogether  sulky,[0  0  0  0  0  1  0  0],
673093620354953216,Sat Dec 05 10:56:39 +0000 2015,en,sad,@calzonanut1 I m not amused my mum went out  sulky ,[1  0  0  1  0  1  0  0],
672994266499563520,Sat Dec 05 04:21:51 +0000 2015,und,sad, LaAlfombraMagicaDeCerati  Sulky  ,[0  0  0  0  0  1  0  0],
673164837925560320,Sat Dec 05 15:39:38 +0000 2015,en,sad,Don’t let the  agony   regret  or  fog of yesterday blind you to the fact that each new day… ,[1  0  0  0  0  1  0  0],
673164286076784641,Sat Dec 05 15:37:27 +0000 2015,en,sad,My lower back is bad. Has been for nearly a week. I don't know why.    agony 😖😖,[1  0  1  0  0  1  0  0],
673144296506310656,Sat Dec 05 14:18:01 +0000 2015,en,sad,You'd think that me being me  I'd love car shopping. Nope.  killmenow  agony,[1  0  0  1  0  0  0  0],
673060079487328257,Sat Dec 05 08:43:22 +0000 2015,en,sad,Our Lord! We have indeed believed:  forgive us  then  our  sins  and save us from the  agony of the  Fire [3:16],[1  0  1  1  0  0  0  0],
673032311814909952,Sat Dec 05 06:53:02 +0000 2015,en,sad,So  i need this....  agony  badback ,[1  0  0  0  0  0  0  0],
673168980731961344,Sat Dec 05 15:56:06 +0000 2015,en,sad,VTG. CABBAGE PATCH KIDS BEANIE BABY WITH CHICKEN POX/MEASLES 1976-1982 COLECO ,[0  0  0  1  1  0  0  0],
673140401478483968,Sat Dec 05 14:02:32 +0000 2015,en,sad,MT @AboutPediatrics: A Vaccine Preventable Disease Story - Remembering her sister getting  measles ,[0  0  1  0  0  0  0  0],
673117408303955968,Sat Dec 05 12:31:10 +0000 2015,en,sad,New Surgeon General says Dr. Vivek Murthy  measles  vaccine is safe and effective: ,[0  0  1  1  0  0  0  0],
673107830929494017,Sat Dec 05 11:53:07 +0000 2015,en,sad,Most popular Measles auctions ,[0  0  1  0  0  0  0  0],
673059603840659457,Sat Dec 05 08:41:29 +0000 2015,en,sad, Sydney shopping centre health alert  AndrewRochford  Singapore  measles ,[0  0  1  1  0  0  0  0],
673099642767147009,Sat Dec 05 11:20:35 +0000 2015,en,sad,Jumped into the middle of a fight tonight  but  as you might expect  I got brushed aside.   Inconsequential,[1  0  0  0  0  1  1  0],
672057573412085761,Wed Dec 02 14:19:46 +0000 2015,en,sad,It's amusing that the most  inconsequential posts are often most  popular... perhaps because it requires less brainpower to grasp.,[0  0  0  1  0  1  0  0],
671854035217940480,Wed Dec 02 00:50:59 +0000 2015,en,sad,@Karoli Rick who?  inconsequential,[0  0  0  0  0  1  0  0],
671590013654712320,Tue Dec 01 07:21:51 +0000 2015,en,sad,@KataWolf Even if it's a multitude of people in droves...it doesn't make the game magically/objectively better or worse.  Inconsequential,[0  0  0  0  1  1  0  0],
670739016980017152,Sat Nov 28 23:00:18 +0000 2015,en,sad,Cat heads of many kinds  drawing  cat  kitty  pencil  frivolity  inconsequential  experimental… ,[0  0  0  0  0  1  0  0],
672892224665837568,Fri Dec 04 21:36:22 +0000 2015,en,sad,I just bookmarked this: It seems like a good way to pass the time at work.  unfulfilled,[1  0  0  1  0  0  0  0],
672763889940111360,Fri Dec 04 13:06:25 +0000 2015,en,sad,Do you feel  dissatisfied   unhappy   unfulfilled or disappointed by  visionboards? Here's how they work ,[1  0  1  0  0  0  0  0],
673170043975307266,Sat Dec 05 16:00:20 +0000 2015,en,sad,"I was made by you  I was made for you  I am unfulfilled without full communion" @unitedpursuit  inYouisallineed  breath  life  everything,[1  0  0  0  0  0  0  0],
673169803062865920,Sat Dec 05 15:59:22 +0000 2015,en,sad,The truth is that our finest moments are most likely to occur when we are feeling deeply uncomfortable  unhappy  or unfulfilled. For it is…,[1  0  1  0  0  1  0  0],
673169277902458880,Sat Dec 05 15:57:17 +0000 2015,en,sad,can unfulfilled cravings lead to death?,[1  0  1  0  0  0  0  0],
673168820211593216,Sat Dec 05 15:55:28 +0000 2015,ja,sad,In @v_set_list: lynch. 2015.12.05 Nagoya SPADE BOX set [store].,[0  0  1  0  0  0  0  0],
673162895082045440,Sat Dec 05 15:31:55 +0000 2015,en,sad,@ProfessorRobo 2muslims kill 14 Americans and  deblasio  Obama  lynch come out to appease and reassure Muslims. What about the Americans?,[0  0  1  0  1  0  0  0],
673161484361269248,Sat Dec 05 15:26:19 +0000 2015,ja,sad,In @v_set_list: lynch. 2015.12.05 Nagoya SPADE BOX set [store].,[0  0  1  0  0  0  0  0],
673161426660364288,Sat Dec 05 15:26:05 +0000 2015,en,sad,Lynch  Richardson among four Seahawks ruled out for Sunday  lynch ,[0  0  1  0  0  0  0  0],
673148617146900480,Sat Dec 05 14:35:11 +0000 2015,en,sad, Merrill  Lynch Financial Advisor Program- Washington  DC ,[0  0  1  0  0  0  0  0],
673168997311885313,Sat Dec 05 15:56:10 +0000 2015,en,sad, zaynmalikcute  gray  Washington  splash How to  write  your  memoirs: This Guide And Workbook Will Lead The Purc ,[0  0  1  0  0  0  1  0],
673168994841399296,Sat Dec 05 15:56:09 +0000 2015,en,sad, zaynmalikcute  gray  Washington  splash How to  write  your  memoirs: This Guide And Workbook Will Lead The Purc ,[0  0  1  0  0  0  1  0],
673167697123741697,Sat Dec 05 15:51:00 +0000 2015,pt,sad, JAYPARK  crazy  SIMOND &amp  GRAY | VOGUE KOREA video of the photoshoot for vogue korea will be released... ,[1  0  1  0  0  0  0  0],
673167377660518400,Sat Dec 05 15:49:44 +0000 2015,en,sad,Traditionelle  Gray is the new  black.  vacheron  vacheronconstantin  wis  watch  watchfam… ,[0  0  1  0  1  1  0  0],
673165955485204485,Sat Dec 05 15:44:05 +0000 2015,de,sad, Gray epicsky playmate Lynn sell them the money magnetic hypnosis: let the law of attraction car ,[1  0  1  0  0  0  0  0],
672883824204890112,Fri Dec 04 21:02:59 +0000 2015,en,sad,RT @SisConvinceMe: Indeed   prayer prohibits  immorality and  wrongdoing ,[0  0  1  0  0  0  0  0],
672856187868696577,Fri Dec 04 19:13:10 +0000 2015,en,sad,RT @SisConvinceMe: Indeed   prayer prohibits  immorality and  wrongdoing ,[0  0  1  0  0  0  0  0],
672852930857451520,Fri Dec 04 19:00:14 +0000 2015,en,sad,RT @SisConvinceMe: Indeed   prayer prohibits  immorality and  wrongdoing ,[0  0  1  0  0  0  0  0],
672845082547105792,Fri Dec 04 18:29:03 +0000 2015,en,sad,RT @SisConvinceMe: Indeed   prayer prohibits  immorality and  wrongdoing ,[0  0  1  0  0  0  0  0],
672842951182168064,Fri Dec 04 18:20:35 +0000 2015,en,sad,Indeed   prayer prohibits  immorality and  wrongdoing ,[0  0  1  0  0  0  0  0],
673169988983767040,Sat Dec 05 16:00:06 +0000 2015,fr,sad,GRATITUDE &amp  GRIT:  LIBERTY  PATRIOT  TCOT  TLOT  MILITIA  PJNET 7,[0  0  0  1  0  0  0  0],
